nom_Person	categorie	nb_Production	aver_Note	sum_numVotes
Raoul Walsh	director	216	7.3	506895
Yash Chopra	director	57	7.4	506864
Mani Ratnam	director	64	7.8	506147
Jake Schreier	director	7	6.5	506008
Atom Egoyan	director	42	6.5	501097
Sylvain Chomet	director	12	7.4	500529
Sean Ellis	director	14	7.0	499294
Ertem Egilmez	director	87	8.5	498909
David Mamet	director	29	6.8	497788
Richard Rich	director	30	6.8	497166
George Stevens	director	69	7.4	495951
Andrey Konchalovskiy	director	53	6.6	493328
Asif Kapadia	director	21	7.8	491975
Michelangelo Antonioni	director	39	7.5	488412
Charlie Kaufman	director	7	7.0	488231
Ariel Vromen	director	15	6.5	487155
Max Barbakow	director	7	7.4	484884
James Ivory	director	58	7.1	480682
Michael Sucsy	director	7	6.8	480092
John Waters	director	125	6.5	479978
Na Hong-jin	director	10	7.6	478902
Ernst Lubitsch	director	111	7.7	478653
Olivier Assayas	director	41	6.7	476853
Jim Sharman	director	12	7.4	475926
Robert Pulcini	director	22	6.4	473962
Chris Noonan	director	8	6.9	473262
John Wells	director	49	6.8	472611
John Crowley	director	16	7.2	471158
Asger Leth	director	9	6.6	470526
Arthur Hiller	director	69	6.6	469308
Alejandro Agresti	director	35	6.8	467695
Jon S. Baird	director	9	7.0	464901
Anders Thomas Jensen	director	14	7.5	464189
Zoya Akhtar	director	16	7.8	463606
Hugh Wilson	director	21	6.4	462579
Mike Figgis	director	38	6.7	462195
Antonio Campos	director	15	7.0	461735
Hirokazu Koreeda	director	33	7.7	460810
Michael Radford	director	38	7.1	460585
Shane Meadows	director	18	7.6	460085
Hiromasa Yonebayashi	director	12	7.5	460077
Louis Malle	director	53	7.4	456963
Pablo Larraín	director	21	6.8	456363
Robert Benton	director	27	6.9	455957
Eli Craig	director	8	7.2	455230
Wayne Kramer	director	13	7.1	453918
Richard Shepard	director	33	6.4	453507
Sukumar	director	25	7.7	453347
Julian Schnabel	director	14	7.5	451957
Wolfgang Becker	director	34	7.7	451371
Henri-Georges Clouzot	director	30	8.1	450528
Matt Ross	director	14	7.8	448890
Ömer Faruk Sorak	director	24	7.7	448846
Joel Zwick	director	11	6.4	447073
Michael Anderson	director	112	6.6	446934
Mike Mills	director	10	7.2	445982
Ted Post	director	46	6.7	445897
Lokesh Kanagaraj	director	12	8.0	443574
Aanand L. Rai	director	21	6.4	442456
Tom Holland	director	74	6.5	442082
Jay Russell	director	21	6.5	441093
Howard Zieff	director	25	6.5	440818
Sriram Raghavan	director	15	7.8	440805
John Guillermin	director	79	6.6	438362
Kazuya Tsurumaki	director	25	7.7	437351
Carl Franklin	director	44	6.5	436747
Jim Henson	director	59	7.3	435432
Paul Satterfield	director	10	7.3	435084
Vishnuvardhan	director	83	8.2	434658
Lisa Cholodenko	director	8	7.0	434101
Abel Ferrara	director	68	6.4	431477
Robert Clouse	director	43	7.1	431033
Amole Gupte	director	17	8.1	429755
Richard Ayoade	director	30	7.0	429327
Jack Cutting	director	9	7.3	425247
John Curran	director	20	6.8	422726
Marielle Heller	director	11	7.1	420180
Mike Hodges	director	33	6.6	419772
Fred Schepisi	director	33	6.4	419698
Mastan Alibhai Burmawalla	director	54	6.4	419585
Abbas Alibhai Burmawalla	director	54	6.4	419585
Prachya Pinkaew	director	25	6.8	419061
Shoojit Sircar	director	18	7.8	418538
Nicholas Ray	director	64	7.3	417786
Armando Iannucci	director	10	7.1	415733
Nicholas Hytner	director	47	6.7	414341
Steve Box	director	7	7.5	413829
Debra Granik	director	7	7.1	413365
William A. Wellman	director	187	7.2	412027
R.J. Cutler	director	14	6.8	410757
John Maybury	director	12	7.0	409882
Olivier Dahan	director	24	7.0	407431
Alper Caglar	director	10	8.1	405413
David Soren	director	11	6.4	404787
F.W. Murnau	director	34	7.9	404758
Aditya Chopra	director	11	7.3	404350
Bille August	director	57	7.0	401075
Albert Magnoli	director	15	6.4	400433
Billy Ray	director	8	6.8	400110
Marc Caro	director	8	7.4	398266
Lewis Milestone	director	102	7.3	398129
Hans Petter Moland	director	25	6.6	397434
Ted Berman	director	7	6.9	396871
Tomm Moore	director	11	7.9	395808
Kim Ki-duk	director	49	7.3	394449
Mukesh Chhabra	director	10	8.4	394410
Chris Butler	director	20	6.9	393114
Cecil B. DeMille	director	141	7.3	392698
Michael Matthews	director	12	6.9	391410
Costa-Gavras	director	45	7.3	387413
Agnieszka Holland	director	62	7.0	386706
Clive Barker	director	8	6.7	386218
Vishal Bhardwaj	director	29	7.6	385725
Peter Sollett	director	10	6.6	385649
Steven Lisberger	director	9	6.7	385564
Tommy O'Haver	director	14	6.5	382653
Rajkumar Santoshi	director	40	7.5	382622
Jacques Tourneur	director	85	7.3	381951
Sam Liu	director	21	6.4	381330
Peter Landesman	director	9	6.9	380028
Yavuz Turgul	director	17	7.9	379852
Ram Gopal Varma	director	162	6.8	379379
Phil Joanou	director	24	6.9	379311
Vittorio De Sica	director	199	7.8	379310
Julian Jarrold	director	34	6.9	376372
Trey Edward Shults	director	7	6.5	375901
Joe Cornish	director	10	6.5	375525
Ruben Östlund	director	10	7.2	372579
Jeremiah Zagar	director	7	7.3	372144
Ken Russell	director	84	6.7	372000
Florent-Emilio Siri	director	14	6.5	370789
Ben Younger	director	9	6.7	370098
Charles Crichton	director	50	7.4	369849
Richard Eyre	director	25	7.1	369708
Reinaldo Marcus Green	director	8	7.4	369681
Lukas Moodysson	director	14	7.4	368982
John Patrick Shanley	director	7	7.0	367461
Robert Harmon	director	43	6.5	367284
Rupert Goold	director	11	6.5	367045
Bruce Robinson	director	18	6.5	365609
Henry Koster	director	105	7.4	364917
Joachim Trier	director	9	7.5	364473
Jean-Pierre Melville	director	30	7.8	364160
Mel Smith	director	40	6.4	363834
Benny Chan	director	126	6.7	363152
Ken Annakin	director	100	7.1	362223
Vincent Ward	director	18	6.9	361247
Brian G. Hutton	director	23	7.5	358678
Todd Field	director	39	7.5	358629
Nigel Cole	director	21	6.7	358319
Nikkhil Advani	director	27	7.0	357150
Saul Dibb	director	10	6.9	357136
Michael Cuesta	director	18	6.5	357027
George Armitage	director	15	7.0	357015
Woo-Ping Yuen	director	71	6.9	357007
Nicole Holofcener	director	17	6.6	356329
Susan Johnson	director	7	7.0	355999
Johnnie To	director	140	6.8	355968
Brian Henson	director	29	7.0	350940
Steven Shainberg	director	13	6.7	350007
Uli Edel	director	37	6.4	349699
Majid Majidi	director	30	8.0	349273
Liam Lynch	director	9	6.8	347966
Kartal Tibet	director	286	6.4	347895
Rick Famuyiwa	director	14	7.0	347817
W.S. Van Dyke	director	175	7.3	347815
Leo McCarey	director	55	7.5	347741
Bobcat Goldthwait	director	50	6.8	347581
David Mickey Evans	director	19	7.2	347576
Stefan Ruzowitzky	director	31	6.5	346742
Jodie Foster	director	110	6.5	345030
Ernest B. Schoedsack	director	36	7.6	344745
Çagan Irmak	director	33	7.7	344100
Éric Rohmer	director	80	7.4	341661
Abdellatif Kechiche	director	21	7.6	340717
Zach Cregger	director	23	7.0	340476
Bernard Rose	director	38	6.7	340221
Todd Solondz	director	16	7.2	339846
Aki Kaurismäki	director	55	7.3	339597
Robert Walker	director	84	6.8	339135
Peter R. Hunt	director	29	6.7	338860
David Schwimmer	director	49	6.7	337375
Richard Brooks	director	82	7.3	335778
Cédric Klapisch	director	35	7.0	334653
Emeric Pressburger	director	40	7.8	332600
Matteo Garrone	director	23	6.8	332156
Vikas Bahl	director	14	7.7	331634
Duwayne Dunham	director	29	6.6	331605
Bob Fosse	director	18	7.7	331592
Tony Goldwyn	director	78	6.7	330949
Tod Browning	director	55	7.4	330863
Ronald Neame	director	53	7.0	330098
Jim Rash	director	32	7.2	329130
Nat Faxon	director	49	7.2	329130
David Anspaugh	director	24	7.3	327981
Jeethu Joseph	director	37	8.1	326697
Felix van Groeningen	director	14	7.4	325754
Anand Tucker	director	19	6.5	324580
Jules Bass	director	90	7.1	323950
Mark Robson	director	82	6.7	323840
Lin-Manuel Miranda	director	26	7.5	321861
Gregg Araki	director	28	6.5	321576
Jim Field Smith	director	8	6.4	321250
Sion Sono	director	86	6.6	321125
Sacha Gervasi	director	11	6.8	320000
Jonathan Kaplan	director	49	6.4	319858
Peter Cattaneo	director	15	6.9	319254
Masaki Kobayashi	director	40	8.4	319124
Nishikant Kamat	director	27	8.0	319102
Mira Nair	director	31	6.9	317285
Severin Fiala	director	7	6.4	316816
Veronika Franz	director	7	6.4	316816
Carl Reiner	director	65	6.5	314968
Arthur Rankin Jr.	director	84	7.1	312475
Shimit Amin	director	8	8.0	312176
Vincent Paronnaud	director	9	7.9	311377
Mike Barker	director	19	6.5	309788
Dibakar Banerjee	director	23	7.4	309652
Edward Dmytryk	director	126	7.0	307353
Luchino Visconti	director	40	7.7	304203
Elizabeth Chai Vasarhelyi	director	18	8.1	301868
Jules Dassin	director	57	7.7	301859
Edward Berger	director	11	7.8	300970
Pawel Pawlikowski	director	19	7.2	300837
Julia Ducournau	director	7	6.8	300590
Charlie McDowell	director	10	6.4	298659
David S. Ward	director	13	6.5	298051
Sergei Eisenstein	director	31	7.8	296023
Stephen Merchant	director	26	7.1	295813
Gérard Pirès	director	22	6.8	294661
Ford Beebe Jr.	director	8	7.7	294433
Allan Moyle	director	30	6.7	293382
Gillian Armstrong	director	31	6.9	292320
Sarah Smith	director	10	7.1	291462
Ramin Bahrani	director	16	6.5	291369
Hany Abu-Assad	director	24	6.7	291102
Clyde Bruckman	director	18	8.1	290592
Guillaume Canet	director	105	7.2	290577
John Sayles	director	49	7.2	288812
Andrew V. McLaglen	director	81	6.4	286773
Larry Clark	director	26	6.6	284137
Bart Layton	director	9	7.3	283731
Yann Samuell	director	21	7.2	283189
Terence Fisher	director	111	6.7	282705
Hugh Hudson	director	20	6.7	280182
Nuri Bilge Ceylan	director	13	7.8	280048
Davis Guggenheim	director	19	7.1	279991
Jean Renoir	director	74	7.6	279395
Erik Van Looy	director	14	6.7	279343
Brian Percival	director	12	7.5	278998
Haruo Sotozaki	director	21	8.4	278982
Jean Negulesco	director	89	6.8	278884
Pier Paolo Pasolini	director	38	6.8	278682
Claude Chabrol	director	138	6.9	278672
Fisher Stevens	director	59	6.9	278592
Patricia Riggen	director	15	6.9	277807
Michael Schwartz	director	8	7.6	277209
Sean Baker	director	18	7.3	276135
Wash Westmoreland	director	16	6.9	274873
Edmund Goulding	director	79	7.4	274003
Carl Theodor Dreyer	director	26	8.0	273186
Gorô Miyazaki	director	9	6.8	272088
Pat O'Connor	director	25	6.5	272085
Charles Laughton	director	106	8.0	272031
William Keighley	director	89	7.5	272003
Jay Duplass	director	33	6.4	268954
Céline Sciamma	director	8	7.8	268585
Motonori Sakakibara	director	9	6.4	267420
Jessie Nelson	director	7	6.9	267385
Patrice Leconte	director	63	6.9	266788
Merian C. Cooper	director	12	7.9	266491
Kaige Chen	director	51	6.8	266170
George Seaton	director	46	7.4	265952
Mario Bava	director	67	6.5	264903
Baran bo Odar	director	9	7.0	264141
Steve Antin	director	14	6.4	261798
Robert Siodmak	director	119	7.2	261714
Leos Carax	director	25	6.9	260807
Meghna Gulzar	director	14	7.3	260702
Daniel Monzón	director	19	7.3	260071
Chris Smith	director	27	7.3	259945
Charles Walters	director	66	6.7	259408
Elem Klimov	director	14	8.4	256949
Michael Noer	director	15	7.2	256889
Andrea Arnold	director	14	7.0	256780
Delmer Daves	director	69	7.2	256732
Samuel Fuller	director	76	7.1	254763
Mark Duplass	director	58	6.4	253501
Douglas McGrath	director	14	6.5	252586
Lee Chang-dong	director	9	7.5	251784
Maneesh Sharma	director	13	6.7	251010
Yoshiaki Kawajiri	director	15	7.6	250599
Francis Veber	director	22	7.0	250288
Bob Rafelson	director	31	6.4	250069
John Farrow	director	122	6.8	249086
Ben Palmer	director	8	6.8	248964
Andrey Zvyagintsev	director	9	7.6	248640
Philipp Stölzl	director	23	6.9	248558
Abbas Kiarostami	director	30	7.7	246295
Martin Ritt	director	61	7.1	245499
Mark Palansky	director	9	6.6	245433
Jeong-beom Lee	director	15	7.6	244401
Christopher Morris	director	20	7.3	244382
Shunji Iwai	director	49	6.7	244335
Robert Rossen	director	23	7.7	243437
William Dieterle	director	176	7.0	243081
Julio Medem	director	22	6.9	242923
Alex Cox	director	47	6.8	242144
Jimmy T. Murakami	director	26	6.8	242056
Sujoy Ghosh	director	23	7.7	241660
Jocelyn Moorhouse	director	9	6.9	240576
Masayuki	director	18	7.5	240051
Stephan Elliott	director	21	6.5	239756
Andrew Marton	director	66	7.3	238625
Tobias Lindholm	director	10	6.9	238415
Lynn Shelton	director	18	6.5	238311
Gordon Douglas	director	157	6.4	237829
Brian Klugman	director	12	7.0	237171
Frédéric Auburtin	director	16	6.9	236479
Sebastián Lelio	director	19	6.7	236322
Sergio Corbucci	director	104	6.9	236228
Franco Zeffirelli	director	37	6.9	235163
Karl Freund	director	21	7.3	235063
Robert Bresson	director	24	7.7	234795
Trivikram Srinivas	director	28	7.4	234545
Keishi Otomo	director	30	7.4	233819
Simon Stone	director	15	7.1	233748
Shûsuke Kaneko	director	76	7.1	232532
Sebastián Cordero	director	14	6.4	232468
Kirsten Sheridan	director	8	7.3	231254
Peter Greenaway	director	52	7.1	230111
George Sidney	director	93	6.8	229858
Josef Rusnak	director	23	6.9	229746
Henry King	director	156	6.9	229563
Matthew Warchus	director	17	7.5	228700
Serdar Akar	director	32	6.7	227893
Tensai Okamura	director	9	7.6	226854
Jack Arnold	director	67	6.6	226800
Danis Tanovic	director	19	7.3	226518
Leonid Gaidai	director	47	8.1	225873
Anne Fontaine	director	30	6.5	224985
Dominic Cooke	director	8	7.1	224513
Hiroyuki Okiura	director	9	7.6	223668
James Fargo	director	30	6.4	223587
Walter Lang	director	130	7.0	223487
Joshua Logan	director	30	6.8	223072
Brian Kirk	director	11	6.6	222900
Moustapha Akkad	director	9	8.2	221886
Ken Hughes	director	52	6.5	221719
Tony Bill	director	48	6.6	221084
Mike Binder	director	22	6.7	220322
Luc Dardenne	director	22	7.2	219651
Jean-Pierre Dardenne	director	22	7.2	219651
Yasujirô Ozu	director	65	7.9	219233
Preston Sturges	director	28	7.7	219112
Roy William Neill	director	128	6.8	218702
Duke Johnson	director	7	7.2	218026
Martin Zandvliet	director	12	7.1	217962
Robert B. Weide	director	10	6.5	217875
Alain Chabat	director	65	6.4	217647
René Clément	director	44	7.6	216960
Bill Melendez	director	120	7.5	216749
Bharat Nalluri	director	20	6.4	215711
Nick Murphy	director	11	6.4	215488
Norman Z. McLeod	director	106	7.0	215025
Hannes Holm	director	25	7.4	213913
Atlee	director	11	7.2	212879
Byron Haskin	director	58	6.8	212632
François Simard	director	7	6.7	211722
Yoann-Karl Whissell	director	7	6.7	211722
Lloyd Bacon	director	217	6.8	211660
William Castle	director	137	6.5	210810
Banjong Pisanthanakun	director	20	6.9	210716
Aleksey Balabanov	director	28	7.5	210681
Andrzej Wajda	director	84	7.2	210394
Alain Resnais	director	45	7.4	210201
Afonso Poyart	director	9	6.5	209090
Christophe Barratier	director	16	7.7	208718
Kiyoshi Kurosawa	director	97	6.7	208058
Roger Avary	director	14	6.5	208035
Jae-young Kwak	director	30	7.8	207776
Yvette Kaplan	director	8	6.4	206758
Josef von Sternberg	director	73	7.2	206748
Craig Johnson	director	15	6.6	206655
Robert Wiene	director	27	7.9	206597
Chandoo Mondeti	director	12	8.0	206062
Can Ulkay	director	14	7.9	205606
Predrag Antonijevic	director	19	7.8	205027
Fernando González Molina	director	16	6.7	204934
Charles Vidor	director	84	7.0	204281
Vadim Perelman	director	11	7.2	204085
Don Chaffey	director	72	6.6	203971
Ramesh Sippy	director	28	7.8	203944
Gerd Oswald	director	39	7.4	203377
Isabel Coixet	director	36	6.7	203300
Herman Yau	director	148	6.6	203231
Ali Taner Baltaci	director	7	7.3	202991
Wei Lo	director	75	6.9	202558
Roberto Rossellini	director	70	7.6	202444
Tim Robbins	director	99	7.5	202373
Abhishek Kapoor	director	24	7.3	202070
George C. Wolfe	director	11	6.7	201565
R. Balki	director	14	7.5	201163
Matthew Robbins	director	14	6.5	201134
Whit Stillman	director	17	6.6	200726
Mark Sandrich	director	57	7.4	200578
Bernhard Wicki	director	66	7.7	200484
Shinji Aramaki	director	22	6.4	200253
Umesh Shukla	director	10	7.9	200178
Roy Ward Baker	director	82	6.7	199580
Rainer Werner Fassbinder	director	67	7.4	198965
Clarence Brown	director	111	6.9	198683
Peter Thorwarth	director	16	6.4	198663
Sebastian Schipper	director	22	7.6	198588
Jack Conway	director	135	7.0	198440
Jonathan Teplitzky	director	14	6.7	197313
Enzo Barboni	director	29	7.1	196991
Ben Lewin	director	15	6.9	195687
Chia-Liang Liu	director	63	7.4	195279
Joel Crawford	director	9	7.1	194967
Atif Yilmaz	director	206	7.6	194784
Hrishikesh Mukherjee	director	83	8.1	194635
Cory Edwards	director	9	6.5	193374
Ram Madhvani	director	8	7.3	193241
George Marshall	director	166	6.8	193215
Fernando León de Aranoa	director	19	6.8	193188
Florian Gallenberger	director	20	7.0	193068
Tim McCanlies	director	12	7.4	193033
Shakun Batra	director	11	6.6	192785
Nora Twomey	director	9	7.6	192651
Tim Blake Nelson	director	87	6.4	191453
John Cassavetes	director	78	7.4	191357
Pushkar	director	10	8.0	190252
Gayatri	director	32	8.0	190244
Anatole Litvak	director	84	7.1	189744
Gautham Vasudev Menon	director	62	7.5	189505
Mikkel Nørgaard	director	10	7.1	188450
Tony Leech	director	9	6.5	188393
Errol Morris	director	23	7.8	188286
Andrew Haigh	director	11	7.3	188086
Paolo Genovese	director	18	7.4	188049
Todd Edwards	director	9	6.5	188009
Tigmanshu Dhulia	director	41	7.4	187698
Oren Moverman	director	9	6.4	187004
John Fawcett	director	15	6.5	186863
John Cameron Mitchell	director	18	6.4	186575
Naoko Yamada	director	11	8.0	186268
Daisuke Nishio	director	37	7.3	185446
Abhishek Chaubey	director	14	7.6	185020
Kunal Kohli	director	22	6.6	185006
Dome Karukoski	director	17	6.8	184868
Alexander Mackendrick	director	19	7.6	184855
Henry Alex Rubin	director	8	7.4	184578
Dan Riba	director	9	7.8	184485
Brian Gibson	director	23	6.5	184085
Alex Gibney	director	43	7.6	183925
Peter Ho-Sun Chan	director	37	6.9	183924
Raja Menon	director	12	7.8	183705
Antonia Bird	director	19	6.7	183398
John Cromwell	director	118	7.0	183232
Volker Schlöndorff	director	57	6.8	183126
Jean-Baptiste Andrea	director	7	6.6	182965
Andrea Di Stefano	director	31	6.6	182721
Géla Babluani	director	8	6.4	181582
Mark Rydell	director	36	6.8	181427
Douglas Sirk	director	87	7.2	180940
Christine Jeffs	director	7	6.7	180795
Reema Kagti	director	9	7.2	179769
Satyajit Ray	director	51	8.1	179614
Jon Erwin	director	19	6.8	179476
Martin Koolhoven	director	24	6.9	179418
Mark Levin	director	9	6.6	179166
Andrew Erwin	director	17	6.8	179078
Milan Luthria	director	30	6.4	178569
Peter Flinth	director	23	6.5	177873
Macon Blair	director	25	6.9	177573
Cy Endfield	director	57	7.4	177529
Parkpoom Wongpoom	director	16	6.9	177179
Kriv Stenders	director	29	6.5	176144
Rob Epstein	director	29	6.8	175473
Peter Collinson	director	38	6.9	175410
Vikramaditya Motwane	director	12	7.5	175184
Ömer Vargi	director	13	7.7	174884
Je-kyu Kang	director	15	7.8	174811
Sanjay Gupta	director	37	6.4	174591
Michael Tollin	director	15	6.4	174344
Vipul Amrutlal Shah	director	17	6.4	174297
Radha Krishna Jagarlamudi	director	25	7.0	173500
Zach Braff	director	40	6.6	173483
Laura Poitras	director	10	8.0	173366
Gérard Oury	director	57	7.2	173297
Park Hoon-jung	director	21	7.1	172581
Bertrand Tavernier	director	56	6.7	172515
Hanu Raghavapudi	director	12	8.4	172334
Riley Stearns	director	9	6.5	172299
Vetrimaaran	director	14	8.4	172173
Jacques Demy	director	35	7.5	172021
David Wnendt	director	9	6.8	171735
Carroll Ballard	director	18	7.1	171506
Roy Andersson	director	20	7.2	171421
Gabriele Salvatores	director	47	6.9	170370
Goran Dukic	director	7	7.2	170124
Justin Baldoni	director	19	7.3	170085
Jean Girault	director	46	6.6	169890
Tay Garnett	director	112	7.0	169871
Dee Rees	director	11	6.5	169155
Robert Z. Leonard	director	154	6.8	169073
Kasi Lemmons	director	27	6.7	169008
Delbert Mann	director	80	7.1	168987
